100020005000,  1
100020005002,  2
100020025020,  3
100020025022,  4
100020025024,  5
100020025026,  6
100020025028,  7
100020025030,  8
100020025032,  9
100020025034,  10
100020025036,  11
100020025038,  12
100020025040,  13
100020025042,  14
101020445108,  15
101220465110,  16
101220465112,  17
101220465114,  18
101220465116,  19
101220465118,  20
101220465120,  21
101220465122,  22
101220465124,  23
101220465126,  24
101220465128,  25
101220465130,  26
101220465132,  27
101220465134,  28
101220465136,  29
101220465138,  30
101220465140,  31
101220465142,  32
101220465144,  33
101220465146,  34
101220465148,  35
101220465150,  36
101220465152,  37
101220465154,  38
101220465156,  39
101220465158,  40
101220465160,  41
101220465162,  42
101220465164,  43
101220465166,  44
101220465168,  45
101220465170,  46
101220465172,  47
101220465174,  48
101220465176,  49
101020485178,  50
101020485180,  51
101020485182,  52
101020485184,  53
101020485186,  54
101020525192,  55
101020525194,  56
101420565200,  57
101420565202,  58
101420565204,  59
101420565206,  60
101420565208,  61
101420565210,  62
101420565212,  63
101420565214,  64
101420565216,  65
101420565218,  66
101420565220,  67
100820585222,  68
100820585224,  69
100820585226,  70
100820585228,  71
100820605230,  72
100820605232,  73
100820605234,  74
100820605236,  75
100820625238,  76
100820625240,  77
100820625242,  78
100820625244,  79
100820645246,  80
100820645248,  81
100820645250,  82
100820665252,  83
100820665254,  84
100820665256,  85
100820207000,  86
100820207002,  87
100820207004,  88
100820207006,  89
100820207008,  90
100820207010,  91
101420507020,  92
101420507022,  93
101420507024,  94
101420507026,  95
101420507028,  96
101420507030,  97
101420507032,  98
101221005300,  99
101221025302,  100
101221045304,  101
101221065306,  102
101221085310,  103
101221085312,  104
101221085314,  105
101221085316,  106
101221085318,  107
101221085320,  108
101221085322,  109
101221085324,  110
101221085326,  111
101221085328,  112
101221085330,  113
101221105340,  114
101221105342,  115
101221105344,  116
101221105346,  117
101221105348,  118
101221105350,  119
101221105352,  120
101221105354,  121
101221105356,  122
101221105358,  123
101221105360,  124
101221125370,  125
101221125372,  126
101221125374,  127
101221125376,  128
101221125378,  129
101221125380,  130
101221125382,  131
101221125384,  132
101221125386,  133
101221125388,  134
101221125390,  135
101221125392,  136
101221125394,  137
101221125396,  138
101221125398,  139
101221125400,  140
101221125402,  141
101221125404,  142
101221145410,  143
101221145412,  144
101221145414,  145
101221145416,  146
101221145418,  147
101221145420,  148
101221145422,  149
101221145424,  150
101221145426,  151
101221145428,  152
101221145430,  153
101221145432,  154
101221145434,  155
101221145436,  156
101221165440,  157
101221165442,  158
101221165444,  159
101221165446,  160
101221165448,  161
101221165450,  162
101221165452,  163
101221165454,  164
101221165456,  165
101221165458,  166
101221165460,  167
101221165462,  168
101221185470,  169
101221185472,  170
101221185474,  171
101221185476,  172
101221185478,  173
101221185480,  174
101221185482,  175
101221185484,  176
101221185486,  177
101221185488,  178
101221185490,  179
101221185492,  180
101221185494,  181
101221205500,  182
101221205502,  183
101221205504,  184
101221205506,  185
101221205508,  186
101221205510,  187
101221205512,  188
101221205514,  189
101221205516,  190
101221205518,  191
101221205520,  192
101221205522,  193
101221205524,  194
101221225530,  195
101221225532,  196
101221225534,  197
101221225536,  198
101221225538,  199
101221225540,  200
101221225542,  201
101221225544,  202
101221225546,  203
101221225548,  204
101221225550,  205
101221245560,  206
101221245562,  207
101221245564,  208
101221245566,  209
101221245568,  210
101221245570,  211
101221245572,  212
101221245574,  213
101221245576,  214
101221245578,  215
101221245580,  216
101221245582,  217
101221245584,  218
101221245586,  219
101221245588,  220
101221245590,  221
101221245592,  222
101221265600,  223
101221265602,  224
101221265604,  225
101221265606,  226
101221265608,  227
101221265610,  228
101221265612,  229
101221265614,  230
101221265616,  231
101221285620,  232
101221285622,  233
101221285624,  234
101221285626,  235
101221285628,  236
101221285630,  237
101221285632,  238
101221285634,  239
101221285636,  240
101221285638,  241
101221285640,  242
101221305650,  243
101221305652,  244
101221305654,  245
101221305656,  246
101221305658,  247
101221305660,  248
101221305662,  249
101221305664,  250
101221305666,  251
101221305668,  252
101221305670,  253
101221305672,  254
101221305674,  255
101221305676,  256
101221305678,  257
101221305680,  258
101221305682,  259
101221325690,  260
101221325692,  261
101221325694,  262
101221325696,  263
101221325698,  264
101221325700,  265
101221325702,  266
101221325704,  267
101221325706,  268
101221325708,  269
101221325710,  270
101221325712,  271
101221325714,  272
101221325716,  273
101221325718,  274
101221325720,  275
101221325722,  276
101221325724,  277
101221345728,  278
101221345730,  279
101221345732,  280
101221345734,  281
101221345736,  282
101221345738,  283
101221345740,  284
101221345742,  285
101221345744,  286
101221345746,  287
101221345748,  288
101221345750,  289
101221345752,  290
101221345754,  291
101221345756,  292
101221345758,  293
101221365760,  294
101221365762,  295
101221365764,  296
101221365766,  297
101221365768,  298
101221365770,  299
101221365772,  300
101221365774,  301
101221365776,  302
101221365778,  303
101221365780,  304
101221365782,  305
101221365784,  306
101221365786,  307
101221365788,  308
101221385790,  309
101221385792,  310
101221385794,  311
101221385796,  312
101221385798,  313
101221385800,  314
101221385802,  315
101221385804,  316
101221385806,  317
101221385808,  318
101221385810,  319
101221385812,  320
101221385814,  321
101221385816,  322
101221385818,  323
101221385820,  324
101221385822,  325
101221385824,  326
101221385826,  327
101221385828,  328
101221385830,  329
101221405832,  330
101221405834,  331
101221405836,  332
101221405838,  333
101221405840,  334
101221405842,  335
101221405844,  336
101221405846,  337
101221405848,  338
101221425850,  339
101221425852,  340
101221425854,  341
101221425856,  342
101221425858,  343
101221425860,  344
101221425862,  345
